COMPOUND	COMPOUND_NAME	SMILES
700608	OMEGA-CONOTOXIN GVIA	CC(O)C1NC(=O)C2CC(O)CN2C(=O)C(CO)NC(=O)C3CSSCC4NC(=O)C(CO)NC(=O)C(CCCNC(=N)N)NC(=O)C(CSSCC(N)C(=O)NC(CCCCN)C(=O)NC(CO)C(=O)N5CC(O)CC5C(=O)NCC(=O)NC(CO)C(=O)NC(CO)C(=O)N3)NC(=O)C(CSSCC(NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCCN)NC(=O)C(NC(=O)C(Cc6ccc(O)cc6)NC(=O)C7CC(O)CN7C(=O)C(CC(=O)N)NC4=O)C(C)O)C(=O)NC(Cc8ccc(O)cc8)C(=O)N)NC(=O)C(CC(=O)N)NC(=O)C(Cc9ccc(O)cc9)NC(=O)C(CO)NC1=O
700609	OMEGA-CONOTOXIN MVIIC	CSCCC1NC(=O)C(NC(=O)C(CCCCN)NC(=O)C(CCCNC(=N)N)NC(=O)C2CSSCC3NC(=O)C(CO)NC(=O)CNC(=O)C(CO)NC(=O)C(CSSCC(N)C(=O)NC(CCCCN)C(=O)NCC(=O)NC(CCCCN)C(=O)NCC(=O)NC(C)C(=O)N4CCCC4C(=O)N2)NC(=O)C(CSSCC(NC(=O)C(CCCCN)NC(=O)CNC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)CNC3=O)C(=O)N)NC(=O)C(CC(=O)O)NC(=O)C(Cc5ccc(O)cc5)NC1=O)C(C)O
700736	RANATENSIN	CSCCC(NC(=O)C(Cc1ccccc1)NC(=O)C(Cc2c[nH]cn2)NC(=O)CNC(=O)C(NC(=O)C(C)NC(=O)C(Cc3c[nH]c4ccccc34)NC(=O)C(CCC(=O)N)NC(=O)C5CCCN5C(=O)C(NC(=O)C6CCC(=O)N6)C(C)C)C(C)C)C(=O)N
706205	QS-21	CCC(C)C(CC(O)CC(=O)OC(CC(O)CC(=O)OC1C(O)C(C)OC(OC(=O)C23CCC(C)(C)CC3C4=CCC5C6(C)CCC(OC7OC(C(O)C(OC8OCC(O)C(O)C8O)C7OC9OC(CO)C(O)C(O)C9O)C(=O)O)C(C)(C=O)C6CCC5(C)C4(C)CC2O)C1OC%10OC(C)C(OC%11OCC(O)C(OC%12OCC(O)(CO)C%12O)C%11O)C(O)C%10O)C(C)CC)OC%13OC(CO)C(O)C%13O
706601	SPIRADOLINE	CN(C1CCC2(CCCO2)CC1N3CCCC3)C(=O)Cc4ccc(Cl)c(Cl)c4
706602	ISOCARBOXAZID	Cc1cc(no1)C(=O)NNCc2ccccc2
706603	LEVOMETHADYL ACETATE	CCC(OC(=O)C)C(CC(C)N(C)C)(c1ccccc1)c2ccccc2
706605	BUSPIRONE	O=C1CC2(CCCC2)CC(=O)N1CCCCN3CCN(CC3)c4ncccn4
706607	(S)-4-METHYLHOMOIBOTENIC ACID	Cc1c(CC(N)C(=O)O)o[nH]c1=O
706611	ALLYL ALCOHOL	OCC=C
706612	O-ANISIDINE	COc1ccccc1N
706616	METABROMSALAN	Oc1c(Br)cc(Br)cc1C(=O)Nc2ccccc2
706619	MYRTECAINE	CCN(CC)CCOCCC1=CCC2CC1C2(C)C
704680	SARALASIN	CNCC(=O)NC(CCCNC(=N)N)C(=O)NC(C(C)C)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(C(C)C)C(=O)NC(Cc2c[nH]cn2)C(=O)N3CCCC3C(=O)NC(C)C(=O)O
707792	ICX5608831	COc1ccc2c3CCN(Cc4ccccc4)Cc3c(=O)oc2c1
707798	ICX5608837	COc1ccccc1N(C(C)C)C(=O)CN2C(=O)C(Cc3n[nH]c4ccccc34)C(=O)N(c5ccccc5)c6ccccc26
707799	ICX5608838	COc1ccc(cc1)N(C(C)C)C(=O)CN2C(=O)C(Cc3nn(Cc4ccccc4)c5ccccc35)C(=O)N(c6ccccc6)c7ccccc27
707800	ICX5608839	COc1ccc(cc1)N(C(C)C)C(=O)CN2C(=O)C(Cc3n[nH]c4ccccc34)C(=O)N(c5ccccc5)c6ccccc26
707801	ICX5608840	COc1ccc(cc1)N(C(C)C)C(=O)CN2C(=O)C(Cc3c[nH]c4ccccc34)C(=O)N(c5ccccc5)c6ccccc26
707802	ICX5608841	CCC(C)C(NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)C(N)Cc2ccc(O)cc2)C(=O)NC(CCCNC(=N)N)C(=O)N3CCCC3C(=O)NC(CCCCN)C(=O)O
706882	TEMELASTINE	Cc1ccc(Cc2c[nH]c(NCCCCc3ncc(Br)cc3C)nc2=O)cn1
706483	LATANOPROST	CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1CCC(O)CCc2ccccc2
706485	LEVOBUNOLOL	CC(C)(C)NCC(O)COc1cccc2C(=O)CCCc12
706486	LEVORPHANOL	CN1CCC23CCCCC3C1Cc4ccc(O)cc42
706487	LISINOPRIL	NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N2CCCC2C(=O)O
706488	LOSARTAN	CCCCc1nc(Cl)c(CO)n1Cc2ccc(cc2)c3ccccc3c4nnn[nH]4
706440	DL-2-AMINO-6-PHOSPHONOHEXANOIC ACID	NC(CCCCP(=O)(O)O)C(=O)O
706441	DONEPEZIL	COc1cc2CC(CC3CCN(Cc4ccccc4)CC3)C(=O)c2cc1OC
706442	DOXYCYCLINE	CC1C2C(O)C3C(N(C)C)C(=C(C(=O)N)C(=O)C3(O)C(=C2C(=O)c4c(O)cccc14)O)O
706262	BBR-3464	N.N.N.N.N.N.[Cl-].[Cl-].[Cl-].[Cl-].[Pt+2].NCCCCCCN.NCCCCCCN.Cl[Pt+].Cl[Pt+]
706263	RO-32-3555	CN1C(=O)N(CC(C(CC2CCCC2)C(=O)N3CCCCC3)C(=O)NO)C(=O)C1(C)C
706264	GEFITINIB	COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN4CCOCC4
707225	LANEPITANT	COc1ccccc1CN(CC(Cc2c[nH]c3ccccc23)NC(=O)CN4CCC(CC4)N5CCCCC5)C(=O)C
707227	REGLITAZAR	Cc1oc(nc1CCOc2ccc(CC3C(=O)NOC3=O)cc2)c4ccccc4
707228	U-101017	CC1CN(CC(C)N1)C(=O)c2cc3c(ncn3c4ccc(Cl)cc24)C(=O)OC(C)(C)C
707229	LY-300164	CC1Cc2cc3OCOc3cc2C(=NN1C(=O)C)c4ccc(N)cc4
707230	IMATINIB	CN1CCN(Cc2ccc(cc2)C(=O)Nc3ccc(C)c(Nc4nccc(n4)c5cccnc5)c3)CC1
704050	(R)-ZACOPRIDE	COc1cc(N)c(Cl)cc1C(=O)NC2CN3CCC2CC3
706392	CARPERITIDE	CCC(C)C1NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(=O)O)NC(=O)C(CCSC)NC(=O)C(CCCNC(=N)N)NC(=O)CNC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)C(CSSCC(NC(=O)CNC(=O)C(CC(C)C)NC(=O)CNC(=O)C(CO)NC(=O)C(CCC(=O)N)NC(=O)C(C)NC(=O)CNC1=O)C(=O)NC(CC(=O)N)C(=O)NC(CO)C(=O)NC(Cc3ccccc3)C(=O)NC(CCCNC(=N)N)C(=O)NC(Cc4ccc(O)cc4)C(=O)O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(N)CO
706758	ETOPRINE	CCc1nc(N)nc(N)c1c2ccc(Cl)c(Cl)c2
706759	CLOCANFAMIDE	CC1C(CN(CCO)C(=O)c2ccc(Cl)cc2)C3CCC1C3
706467	HYDROXOCOBALAMIN	CC1CNC(=O)CCC2(C)C(CC(=O)N)C3N=C2C(=C4N=C(C=C5N=C(C(=C6C(CCC(=O)N)C(C)(CC(=O)N)C3(C)N6[Co](O)[n+]7cn(C8OC(CO)C(OP(=O)([O-])O1)C8O)c9cc(C)c(C)cc79)C)C(C)(CC(=O)N)C5CCC(=O)N)C(C)(C)C4CCC(=O)N)C
706477	KN-62	CN(C(Cc1ccc(OS(=O)(=O)c2cccc3cnccc23)cc1)C(=O)N4CCN(CC4)c5ccccc5)S(=O)(=O)c6cccc7cnccc67
706656	PIPENZOLATE BROMIDE	[Br-].CC[N+]1(C)CCCC(C1)OC(=O)C(O)(c2ccccc2)c3ccccc3
706657	OXYBENZONE	COc1ccc(C(=O)c2ccccc2)c(O)c1
706658	PROTOKYLOL	CC(Cc1ccc2OCOc2c1)NCC(O)c3ccc(O)c(O)c3
700752	RIFABUTIN	COC1C=COC2(C)Oc3c(C2=O)c4C5=NC6(CCN(CC(C)C)CC6)NC5=C(NC(=O)C(=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(=O)C)C1C)C)C(=O)c4c(O)c3C
707170	SY-640	CN(CC(=O)c1ccc2OCOc2c1)C(=O)C
707174	APC-366	NC(=N)NCCCC(NC(=O)c1ccc2ccccc2c1O)C(=O)N3CCCC3C(=O)N
707177	ABIRATERONE	CC12CCC3C(CC=C4CC(O)CCC34C)C2CC=C1c5cccnc5
707179	LICOSTINEL	[O-][N+](=O)c1c(Cl)c(Cl)cc2[nH]c(=O)c(=O)[nH]c12
707180	TAZOMELINE	CCCCCCSc1nsnc1C2=CCCN(C)C2
707182	CYCLOCREATINE	OC(=O)CN1CCNC1=N
707185	L-733692	CC(C)CCCC(C)C1CCC2C3C(C)CC4N(C)C(=O)CCC4(C)C3CCC12C
707186	NY-008	CCCCCCCCC1OC(=O)c2ccccc12
707188	ALMOTRIPTAN	CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12
707189	CL-329167	CCCCc1nc2ccc(cc2c(=O)n1Cc3ccc(cc3)c4ccccc4c5nnn[nH]5)C(C)(C)OC
708206	ICX5609251	COCC(C(O)C(O)C(=O)NCCC(C)c1nc(C=CCC2OC3(CC(O)C2C)OC(C(CC(O)C(C)C(O)C(C)C=C(C)C(=CC=CC(=CC#N)C)C)OC)C(OP(=O)(O)O)C3(C)C)co1)N(C)C
708209	CANNABINOL	CCCCCc1cc(O)c-2c(OC(C)(C)c3ccc(C)cc32)c1
708211	ICX5609256	CC(C)C(NC(=O)C(CCNCC(=N)N)NC(=O)C(CO)NC(=O)C)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(C(C)C)C(=O)NC(Cc2c[nH]cn2)C(=O)N3CCCC3C(=O)NC(Cc4ccc5ccccc5c4)C(=O)O
708212	ICX5609257	CNCC(=O)NC(CCNCC(=N)N)C(=O)NC(C(C)C)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(C(C)C)C(=O)NC(Cc2c[nH]cn2)C(=O)N3CCCC3C(=O)NC(Cc4ccc5ccccc5c4)C(=O)O
708213	ICX5609258	CCCCCCCCCCCCCCCC(=O)Oc1ccc(CC(NC(=O)C(NC(=O)C(CCNCC(=N)N)NC(=O)CNC)C(C)C)C(=O)NC(C(C)C)C(=O)NC(Cc2c[nH]cn2)C(=O)N3CCCC3C(=O)NC(Cc4ccc5ccccc5c4)C(=O)O)cc1
708224	ICX5609270	Cc1c(C)c2OC(C)(C)CCc2c(C)c1S(=O)(=O)NC(Cc3cccc(c3)C(=N)N)C(=O)N4CCN(CC4)S(=O)(=O)C
707054	SKF-105809	CS(=O)c1ccc(cc1)c2nc3CCCn3c2c4ccncc4
707055	ITAMELINE	CON=CC1=CCCN(C1)C(=O)Oc2ccc(Cl)cc2
707056	MDL-28314	CCNCCCNCCCCCCCNCCCNCC
707057	ARTEFLENE	CC1C2CC(CC1=O)C(C)(OO2)C=Cc3ccc(cc3C(F)(F)F)C(F)(F)F
707058	CQA-206-291	CCN(CC)S(=O)(=O)NC1CC2C(Cc3cn(CC)c4cccc2c34)N(C)C1
707059	FK-409	CCC(=CC(=NO)C(=O)N)C(C)[N+](=O)[O-]
707060	APHIDICOLIN GLYCINATE	Cl.CC1(CO)C(O)CCC2(C)C1CCC3CC4CC32CCC4(O)COC(=O)CN
707246	FK-960	CC(=O)N1CCN(CC1)NC(=O)c2ccc(F)cc2
707247	HSR-113	CCOC(=O)CCCN1C2CCCC1C(CC2)NC(=O)c3cc(Cl)c(N)cc3OC
706101	RC-3095	CC(C)CC(CNC(CC(C)C)C(=O)N)NC(=O)C(Cc1cnc[nH]1)NC(=O)CNC(=O)C(NC(=O)C(C)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(CCC(=O)N)NC(=O)C4Cc5c(CN4)[nH]c6ccccc56)C(C)C
706149	ZICONOTIDE	CSCCC1NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CO)NC(=O)C2CSSCC3NC(=O)C(CO)NC(=O)CNC(=O)C(NC(=O)C(CSSCC(N)C(=O)NC(CCCCN)C(=O)NCC(=O)NC(CCCCN)C(=O)NCC(=O)NC(C)C(=O)NC(CCCCN)C(=O)N2)NC(=O)C(CSSCC(NC(=O)C(CCCCN)NC(=O)CNC(=O)C(CO)NC(=O)C(CCCNC(=N)N)NC3=O)C(=O)N)NC(=O)C(CC(=O)O)NC(=O)C(Cc4ccc(O)cc4)NC1=O)C(C)O
706154	DA-125	COc1cccc2C(=O)c3c(O)c4CC(O)(CC(OC5OC(C)C(O)C(O)C5F)c4c(O)c3C(=O)c12)C(=O)COC(=O)CCN
706742	MAZIPREDONE	CN1CCN(CC(=O)C2(O)CCC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC32C)CC1
706743	BECLOTIAMINE	[Cl-].Cc1c(CCCl)sc[n+]1Cc2cnc(C)nc2N
706744	ORESTRATE	CCC(=O)Oc1ccc2C3CCC4(C)C(CCC4C3CCc2c1)OC5=CCCCC5
706155	CVS-995	CCCC(CCC)C(=O)NC(CC(=O)O)C(=O)N1CCCC1C(=O)NC(CCCNC(=N)N)C(=O)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NC(CC(=O)N)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(Cc2ccccc2)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(C(C)CC)C(=O)N3CCCC3C(=O)NC(CCC(=O)O)C(=O)NC(Cc4ccc(O)cc4)C(=O)NC(CC(C)C)C(=O)O
706589	TYRPHOSTIN B52	Oc1ccc(C=C(C#N)C(=O)NCCc2ccccc2)cc1O
707911	ICX5608950	Oc1ccc2CC3N(CC4CC4)CCC5(C6Oc1c25)C3(O)CC(=Cc7cccc8ccccc78)C6=O
707909	ICX5608948	Cc1cc2[nH]c(=O)c(=O)[nH]c2c([N+](=O)[O-])c1C
707906	ICX5608945	Fc1ccc(cc1)C(OCCN2CCN(Cc3c[nH]c4ccccc34)CC2)c5ccc(F)cc5
707905	ICX5608944	Fc1ccc(cc1)C(OCCN2CCN(CC=Cc3cccnc3)CC2)c4ccc(F)cc4
707904	ICX5608943	Fc1ccc(cc1)C(OCCN2CCN(CCCc3cccnc3)CC2)c4ccc(F)cc4
707903	ICX5608942	CCN(CC)C(=O)c1ccc(cc1)C(N2CC(C)N(CC=C)CC2C)c3ccccc3
707902	ICX5608941	CCN(CC)C(=O)c1ccc(cc1)C(N2CC(C)N(CC=C)CC2C)c3cccc(O)c3
706953	3-HYDROXY-2,5-DIOXOBENZAZEPINE	Oc1cc(=O)c2ccc(Cl)cc2[nH]c1=O
706659	SPIRGETINE	NC(=N)NCCN1CCC2(CC2)CC1
706660	CORTODOXONE	CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO
706661	CINNARIZINE	C(C=Cc1ccccc1)N2CCN(CC2)C(c3ccccc3)c4ccccc4
706662	ETHAMIVAN	CCN(CC)C(=O)c1ccc(O)c(OC)c1
706663	THIOPROPERAZINE	CN(C)S(=O)(=O)c1ccc2Sc3ccccc3N(CCCN4CCN(C)CC4)c2c1
706664	HEXAPROPYMATE	NC(=O)OC1(CC#C)CCCCC1
706665	ATROMEPINE	CN1C2CCC1CC(C2)OC(=O)C(C)(CO)c3ccccc3
706893	CEFEMPIDONE	Nc1ncc(s1)C(=NOC2CCNC2=O)C(=O)NC3C4SCC(=C(N4C3=O)C(=O)[O-])C[n+]5ccccc5
706895	THURFYL NICOTINATE	O=C(OCC1CCCO1)c2cccnc2
706897	PENTAMORPHONE	CCCCCNC12C=CC(=O)C3Oc4c5c(CC2N(C)CCC351)ccc4O
706898	POSATIRELIN	CC(C)CC(NC(=O)C1CCCC(=O)N1)C(=O)N2CCCC2C(=O)N
706899	FLOSULIDE	CS(=O)(=O)Nc1cc2CCC(=O)c2cc1Oc3ccc(F)cc3F
707932	ICX5608971	FC(F)(F)CCCSc1nsnc1C2CN3CC2CCC3
707942	ICX5608981	Nc1nc(N)c2nc(CNc3ccc(cc3)C(=O)NC(CCCNC(=O)c4ccccc4C(=O)O)C(=O)O)cnc2n1
707961	ICX5609000	CC(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(COCc3ccccc3)NC(=O)C(Cc4ccc(OCc5ccccc5)cc4)NC(=O)C(Cc6c[nH]cn6)NC(=O)OCc7ccccc7)C(=O)N
706518	NARATRIPTAN	CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1
706520	NITRENDIPINE	CCOC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+](=O)[O-])C(=O)OC)C
706521	NO-711	OC(=O)C1=CCCN(CCON=C(c2ccccc2)c3ccccc3)C1
706524	O-CARBAMOYL-D-SERINE	NC(COC(=O)N)C(=O)O
706525	OLOPATADINE	CN(C)CCC=C1c2ccccc2COc3ccc(CC(=O)O)cc13
706527	OROTIC ACID	OC(=O)c1cc(=O)[nH]c(=O)[nH]1
706528	OXACILLIN	Cc1onc(c1C(=O)NC2C3SC(C)(C)C(N3C2=O)C(=O)O)c4ccccc4
707292	GLUTARIMIDE-NSC	CC1CC(C)(CC(C(O)CC2CC(=O)N(C)C(=O)C2)C1O)OC(=O)C
707293	SULNIDAZOLE	CCc1ncc([N+](=O)[O-])n1CCNC(=S)OC
707294	GLIAMILIDE	COc1ncccc1C(=O)NCCC2CCN(CC2)S(=O)(=O)NC(=O)NCC3CC4CC3C=C4
706484	MASNIPIDINE	COC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+](=O)[O-])C(=O)OC(C)(C)CN(C)CCC(c3ccccc3)c4ccccc4)C
706522	NOR-BINALTORPHIMINE DIHYDROCHLORIDE	Oc1ccc2CC3N(CC4CC4)CCC5(C6Oc1c25)C3(O)Cc7c8CC9(O)C%10Cc%11ccc(O)c%12OC(c8[nH]c67)C9(CCN%10CC%13CC%13)c%12%11
706954	N-ARYL-1,2-DIAMINOCYCLOBUTENE-3,4-DIONES	CC(Nc1c(N(C(=O)C)c2ccc(C#N)cc2)c(=O)c1=O)C(C)(C)C
706955	MACROCYCLIC INHIBITORS OF METALLOPROTEINASES-1	CNC(=O)C1Cc2ccc(OCCCC(C(CC(C)C)C(=O)N1)C(=O)NO)cc2
706956	SUBSTITUTED BENZOPYRANS AS K-CHANNEL ACTIVATORS	Cc1cc(ccn1)c2ccc3OC(C)(C)C(O)C(NC(=O)c4cccnc4)c3c2
706957	ALLOPURINOL RIBOSIDE	OCC1OC(C(O)C1O)n2ncc3c(=O)[nH]cnc23
706958	(+)-(4S,5R)-N-(4-BROMOPHENYL)-3-OXO-4,5-DIPHENYL-1-PYRAZOLIDINECARBOXAMIDE	Brc1ccc(NC(=O)N2NC(=O)C(C2c3ccccc3)c4ccccc4)cc1
708039	ICX5609079	COc1ccc(cc1OC2CCCC2)C3CCN(C3)C(=O)C
706960	CERVICARCIN	CC1OC1C(=O)C2(O)C(C)C(O)C34OC4(C(O)c5c(O)cccc5C3=O)C2O
707101	EFAPROXIRAL	Cc1cc(C)cc(NC(=O)Cc2ccc(OC(C)(C)C(=O)O)cc2)c1
707102	BW-1370U87	CCc1cccc2Oc3ccccc3S(=O)(=O)c12
707104	URAPIDIL	COc1ccccc1N2CCN(CCCNc3cc(=O)n(C)c(=O)n3C)CC2
707105	QUILOSTIGMINE	CN1CCC2(C)C1N(C)c3ccc(OC(=O)N4CCc5ccccc5C4)cc32
707106	NK-109	[Cl-].COc1ccc2c(c[n+](C)c3c2ccc4cc5OCOc5cc43)c1O
707107	PIMILPROST	CCCCC(C)CC(O)C=CC1C(O)CC2CC(CCOCC(=O)OC)CC12
707108	IOBITRIDOL	CN(CC(O)CO)C(=O)c1c(I)c(NC(=O)C(CO)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I
707109	AROFYLLINE	CCCn1c(=O)n(c2ccc(Cl)cc2)c3nc[nH]c3c1=O
707110	L-697661	CCc1cc(NCc2nc3c(Cl)ccc(Cl)c3o2)c(=O)[nH]c1C
707111	NSC-637037	Nc1nc(OCc2ccccc2)c3nc[nH]c3n1
701497	CARBOMYCIN	COC1C(CC(=O)OC(C)CC2OC2C=CC(=O)C(C)CC(CC=O)C1OC3OC(C)C(OC4CC(C)(O)C(OC(=O)CC(C)C)C(C)O4)C(C3O)N(C)C)OC(=O)C
702336	CANDICIDIN	CC(CC(C)C1OC(=O)CC(=O)CCCC(=O)CC(O)CC(O)CC(O)CC(=O)CC(O)C(C(O)CC(OC2OC(C)C(O)C(N)C2O)C=CC=CC=CC=CC=CC=CC=CC1C)C(=O)O)C(O)CC(=O)c3ccc(N)cc3
702355	AMBAMUSTINE	CCOC(=O)C(CCSC)NC(=O)C(Cc1cccc(c1)N(CCCl)CCCl)NC(=O)C(N)Cc2ccc(F)cc2
702388	ITROCINONIDE	CCCC1OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(O1)C(=O)OC(C)OC(=O)OCC
706787	OXENDOLONE	CCC1CC2C3CCC4=CC(=O)CCC4C3CCC2(C)C1O
706788	SUDOXICAM	CN1C(=C(O)c2ccccc2S1(=O)=O)C(=O)Nc3nccs3
706789	ISOXICAM	CN1C(=C(O)c2ccccc2S1(=O)=O)C(=O)NC3=NOC(=S3)C
706489	LY-171883, 1[2-HYROXY-3-PROPYL-4-[4-(1H-TETRAZOL-5-YL)BUTOXY]PHENYL]ETHANONE	CCCc1c(O)c(ccc1OCCCCc2nnn[nH]2)C(=O)CC
706490	MAPROTILINE	CNCCCC1(CCC2c3ccccc31)c4ccccc24
706493	MEMANTINE	CC1(CC2CC3(C)C1)CC(N)(C2)C3
706494	METHYLPHENOBARBITAL	CCC1(C(=O)NC(=O)N(C)C1=O)c2ccccc2
706745	DROTAVERINE	CCOc1ccc(C=C2NCCc3cc(OCC)c(OCC)cc23)cc1OCC
706746	MENOCTONE	OC1=C(CCCCCCCCC2CCCCC2)C(=O)c3ccccc3C1=O
706747	IPRONIDAZOLE	CC(C)c1ncc([N+](=O)[O-])n1C
706748	CYPENAMINE	NC1CCCC1c2ccccc2
706749	BUZEPIDE METIODIDE	[I-].C[N+]1(CCC(C(=O)N)(c2ccccc2)c3ccccc3)CCCCCC1
706750	CYPRAZEPAM	[O-][N+]1=C(c2ccccc2)c3cc(Cl)ccc3N=C(C1)NCC4CC4
706751	ISOSORBIDE MONONITRATE	OC1COC2C(COC12)O[N+](=O)[O-]
706281	CASPOFUNGIN	CCC(C)CC(C)CCCCCCCCC(=O)NC1CC(O)C(NCCN)NC(=O)C2C(O)CCN2C(=O)C(NC(=O)C(NC(=O)C3CC(O)CN3C(=O)C(NC1=O)C(C)O)C(O)C(O)c4ccc(O)cc4)C(O)CCN
706391	ARECAIDINE PROPARGYL ESTER	CN1CCC=C(C1)C(=O)OCC#C
706394	(+/-)-BAY K 8644	COC(=O)C1=C(C)NC(=C(C1c2ccccc2C(F)(F)F)[N+](=O)[O-])C
706395	BENZOCAINE	CCOC(=O)c1ccc(N)cc1
706396	BENZTROPINE	CN1C2CCC1CC(C2)OC(c3ccccc3)c4ccccc4
706620	TOMOXIPROLE	COc1ccc(cc1)c2nc3c(ccc4ccccc34)n2C(C)C
706883	TOLGABIDE	Cc1cc(Cl)cc(C(=NCCCC(=O)N)c2ccc(Cl)cc2)c1O
706884	OFORNINE	O=C(N1CCCCC1)c2ccccc2Nc3ccncc3
706885	MEDORINONE	Cc1nccc2[nH]c(=O)ccc12
707803	ICX5608842	CCC(C)C(NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)C(Cc2ccc(O)cc2)NCC=C)C(=O)NC(CCCNC(=N)N)C(=O)N3CCCC3C(=O)NC(CCCCN)C(=O)O
707805	ICX5608844	CCC(C)C(NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)C(Cc2ccc(O)cc2)NCc3ccccc3)C(=O)NC(CCCNC(=N)N)C(=O)N4CCCC4C(=O)NC(CCCCN)C(=O)O
707806	ICX5608845	CCC(C)C(NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)C(Cc2ccc(O)cc2)NCC3CC3)C(=O)NC(CCCNC(=N)N)C(=O)N4CCCC4C(=O)NC(CCCCN)C(=O)O
706531	PANCURONIUM BROMIDE	[Br-].[Br-].CC(=O)OC1C(CC2C3CCC4CC(OC(=O)C)C(CC4(C)C3CCC12C)[N+]5(C)CCCCC5)[N+]6(C)CCCCC6
706549	RAPACURONIUM BROMIDE	[Br-].CCC(=O)OC1C(CC2C3CCC4CC(OC(=O)C)C(CC4(C)C3CCC12C)N5CCCCC5)[N+]6(CC=C)CCCCC6
706556	RUTIN	CC1OC(OCC2OC(Oc3c(oc4cc(O)cc(O)c4c3=O)c5ccc(O)c(O)c5)C(O)C(O)C2O)C(O)C(O)C1O
706760	NIFURATRONE	OCC[N+](=Cc1ccc(o1)[N+](=O)[O-])[O-]
706761	FLUAZACORT	CC(=O)OCC(=O)C12N=C(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC31C
706762	MERCAPTOMERIN	COC(CNC(=O)C1CCC(C)(C(=O)O)C1(C)C)C[Hg]SCC(=O)O
706763	CLORAZEPATE	OC(=O)C1N=C(c2ccccc2)c3cc(Cl)ccc3NC1=O
706666	GLYHEXAMIDE	O=C(NC1CCCCC1)NS(=O)(=O)c2ccc3CCCc3c2
706667	HYDROXYPETHIDINE	CCOC(=O)C1(CCN(C)CC1)c2cccc(O)c2
706668	PROPYPHENAZONE	CC(C)c1c(C)n(C)n(c2ccccc2)c1=O
706669	SALINAZID	Oc1ccccc1C=NNC(=O)c2ccncc2
706671	DIPHOXAZIDE	CC(=O)NNC(=O)CC(O)(c1ccccc1)c2ccccc2
706672	CYCLOGUANIL	CC1(C)N=C(N)N=C(N)N1c2ccc(Cl)cc2
706673	FENETHAZINE	CN(C)CCN1c2ccccc2Sc3ccccc13
706674	DIMETHYLTHIAMBUTENE	CC(C=C(c1cccs1)c2cccs2)N(C)C
706675	ETHYLNOREPINEPHRINE	CCC(N)C(O)c1ccc(O)c(O)c1
708001	ICX5609040	CCCC(=C(c1ccc(O)cc1)c2ccc(OCCN(C)C)cc2)c3ccccc3
707973	ICX5609012	Brc1c(N=C2NCCN2)ccc3nccnc13
706900	ZATEBRADINE	COc1ccc(CCN(C)CCCN2CCc3cc(OC)c(OC)cc3CC2=O)cc1OC
706901	MELQUINAST	CCOC(=O)c1nc2c3cc(C)ccc3n(CC)c(=O)n2n1
